config,el,Unnamed: 0,electrode,stim_unit,pad_id,stim_unit_offset,imp_voltage_uV,imp_kOhm,imp_stim_ratio
el_config_pad0015,1,1,6347,,251.0,767,12.650842399199593,0.0,0.0010546997622163084
el_config_pad0015,2,2,4806,,253.0,767,27.714653407261906,0.0,0.0023105685326058546
el_config_pad0015,3,3,5455,,221.0,767,41.63556909644558,0.0,0.003471154207765656
el_config_pad0015,4,4,5674,,221.0,767,15.539169358147333,0.0,0.0012954993596405774
el_config_pad0015,5,5,4807,,253.0,767,13.406498715646705,0.0,0.0011176987714620838
el_config_pad0015,6,6,4135,,223.0,767,36.85164031492839,0.0,0.0030723184315295084
el_config_pad0015,7,7,5025,,253.0,767,12.861192124949534,0.0,0.001072236602746767
el_config_pad0015,8,8,4805,,253.0,767,29.631567195032613,0.0,0.0024703814883248226
el_config_pad0015,9,9,5026,,253.0,767,17.83674552064585,0.0,0.0014870481083953924
el_config_pad0015,10,10,3915,,223.0,767,23.553811492812095,0.0,0.0019636794607708033
el_config_pad0015,11,11,5675,,221.0,767,15.635719938956708,0.0,0.0013035487741703115
el_config_pad0015,12,12,5454,,221.0,767,31.614888010210258,0.0,0.002635730792834289
el_config_pad0015,13,13,6567,,251.0,767,16.12101035437129,0.0,0.001344007398947425
el_config_pad0015,14,14,4134,,223.0,767,19.142302721330953,0.0,0.001595892312257223
el_config_pad0015,15,15,6346,,251.0,767,20.480526318794706,0.0,0.0017074599111174041
el_config_pad0015,16,16,1654,,15.0,767,23.24309521437614,0.0,0.0019377750684274227
el_config_pad0015,17,17,1873,,15.0,767,31.914001360997748,0.0,0.0026606678499879887
el_config_pad0015,18,18,1874,17.0,15.0,767,11994.733337775258,59.97366668887629,1.0
el_config_pad0016,0,0,7215,,219.0,767,20.35286829780095,0.0,0.0017747074307570153
el_config_pad0016,1,1,6994,,219.0,767,12.475046255008737,0.0,0.0010877856115343496
el_config_pad0016,2,2,5455,,221.0,767,40.21094005330603,0.0,0.0035062701269499975
el_config_pad0016,3,3,5674,,221.0,767,13.037921188438203,0.0,0.0011368665721305552
el_config_pad0016,4,4,1723,,248.0,767,32.739374695369975,0.0,0.002854772639416582
el_config_pad0016,5,5,1722,,248.0,767,15.253609217111558,0.0,0.001330067744131989
el_config_pad0016,6,6,7214,,219.0,767,14.334038105852862,0.0,0.0012498839754178455
el_config_pad0016,7,7,5675,,221.0,767,15.968883501915577,0.0,0.0013924374587932025
el_config_pad0016,8,8,1942,,248.0,767,40.51450326978968,0.0,0.0035327399044828393
el_config_pad0016,9,9,5454,,221.0,767,34.56305952174697,0.0,0.00301379233950867
el_config_pad0016,10,10,6995,,219.0,767,13.0914571367746,0.0,0.00114153474194009
el_config_pad0016,11,11,1943,,248.0,767,17.553786298056586,0.0,0.0015306361012736298
el_config_pad0016,12,12,12219,,18.0,767,15.217251511720344,0.0,0.0013268974641999936
el_config_pad0016,13,13,12439,,18.0,767,12.921904842377597,0.0,0.001126750304072884
el_config_pad0016,14,14,12438,,18.0,767,13.763097222072586,0.0,0.0012000996887933744
el_config_pad0016,15,15,994,17.0,16.0,767,11468.294967987638,57.341474839938186,1.0
el_config_pad0016,16,16,995,,16.0,767,14.000843362011198,0.0,0.001220830419961543
el_config_pad0016,17,17,12218,,18.0,767,14.666248392470266,0.0,0.001278851689236223
el_config_pad0017,0,0,7215,,219.0,767,26.848995646544378,0.0,0.002176414185912059
el_config_pad0017,1,1,6994,,219.0,767,14.075716624501672,0.0,0.0011409957281730385
el_config_pad0017,2,2,8535,,217.0,767,37.085286470069235,0.0,0.0030061811110040334
el_config_pad0017,3,3,3482,,246.0,767,14.428975355696293,0.0,0.0011696313361484981
el_config_pad0017,4,4,3483,,246.0,767,15.563443021911167,0.0,0.0012615927470970816
el_config_pad0017,5,5,3263,,246.0,767,14.973850228965333,0.0,0.0012137995955255449
el_config_pad0017,6,6,8755,,217.0,767,53.42247462435956,0.0,0.004330494635613966
el_config_pad0017,7,7,7214,,219.0,767,12.715057131512605,0.0,0.0010306989162653477
el_config_pad0017,8,8,3262,,246.0,767,43.09437421323618,0.0,0.0034932855070413603
el_config_pad0017,9,9,6995,,219.0,767,11.034974289319406,0.0,0.0008945092360481158
el_config_pad0017,10,10,8534,,217.0,767,9.20382453577646,0.0,0.0007460738773253706
el_config_pad0017,11,11,13099,,17.0,767,10.874679813996789,0.0,0.0008815155593159146
el_config_pad0017,12,12,12879,17.0,17.0,767,12336.34471799443,61.68172358997215,1.0
el_config_pad0017,13,13,10679,,20.0,767,15.534327278938186,0.0,0.0012592325874518579
el_config_pad0017,14,14,13098,,17.0,767,13.452177642029502,0.0,0.001090450854733936
el_config_pad0017,15,15,10898,,20.0,767,11.72268505575651,0.0,0.0009502559569900147
el_config_pad0018,0,0,6347,,251.0,767,37.617817984282865,0.0,0.00307334707275033
el_config_pad0018,1,1,5455,,221.0,767,28.846270865572716,0.0,0.002356718355155844
el_config_pad0018,2,2,6566,,251.0,767,25.907183648592493,0.0,0.0021165971684714356
el_config_pad0018,3,3,5674,,221.0,767,11.745684161800224,0.0,0.0009596134483717531
el_config_pad0018,4,4,1722,,248.0,767,16.024085708330414,0.0,0.0013091555955152385
el_config_pad0018,5,5,1723,,248.0,767,40.53333611448279,0.0,0.0033115426829992876
el_config_pad0018,6,6,5675,,221.0,767,37.186528643297706,0.0,0.003038111062140173
el_config_pad0018,7,7,1942,,248.0,767,40.65895857291308,0.0,0.003321805942156151
el_config_pad0018,8,8,5454,,221.0,767,35.3180167805786,0.0,0.0028854550663541777
